model;price;transmission;mileage;fuelType;tax;mpg;engineSize;Make
 1 Series;27950;Semi-Auto;100;Diesel;145;51,4;2;BMW
 Tiguan Allspace;35490;Semi-Auto;2500;Petrol;145;30,7;2;vw
 Fiesta;21865;Manual;500;Petrol;145;55,4;1;Ford
 T-Roc;26490;Semi-Auto;12343;Petrol;150;39,8;1,5;vw
 A3;21450;Manual;6552;Petrol;150;47,9;1;audi
 Golf;20996;Manual;876;Diesel;145;54,3;1,6;vw
 4 Series;27490;Semi-Auto;100;Diesel;145;60,1;2;BMW
 Superb;31995;Semi-Auto;100;Petrol;145;30,1;2;skoda
 Q5;60000;Semi-Auto;3000;Diesel;145;32,5;3;audi
 Kamiq;20950;Semi-Auto;3927;Petrol;150;43,5;1,5;skoda
 T-Cross;17750;Manual;1500;Diesel;145;53,3;1,6;vw
 Fabia;13999;Manual;3000;Petrol;145;51,4;1;skoda
 Ioniq;26995;Automatic;1290;Hybrid;135;1,1;1,6;Hyundai
 Polo;13999;Manual;5000;Petrol;145;47,9;1;vw
 A1;19610;Manual;877;Petrol;145;48,7;1;audi
 3 Series;30490;Semi-Auto;6565;Diesel;145;50,4;2;BMW
 Q7;54950;Semi-Auto;1600;Diesel;145;33,2;3;audi
 3 Series;27492;Semi-Auto;3500;Petrol;145;42,2;2;BMW
 PROACE VERSO;47990;Automatic;1255;Diesel;145;38,7;2;toyota
 Q3;34490;Semi-Auto;5000;Petrol;145;40,4;1,5;audi
 Q5;38888;Semi-Auto;1986;Diesel;145;38,2;2;audi
 A4;27900;Manual;4521;Petrol;145;39,2;2;audi
 Tiguan;29000;Automatic;4444;Diesel;145;39,8;2;vw
 Octavia;17000;Manual;3000;Petrol;145;52,3;1;skoda
 Golf;23790;Semi-Auto;1000;Hybrid;150;44,8;1,5;vw
 Up;11590;Manual;25;Petrol;145;51,4;1;vw
 6 Series;44991;Semi-Auto;123;Diesel;145;42,2;2;BMW
 Yaris;13990;Manual;2114;Petrol;145;47,9;1,5;toyota
 Z4;33990;Semi-Auto;10;Petrol;145;37,2;2;BMW
 A1;21840;Semi-Auto;315;Petrol;150;44,8;1,5;audi
 Q3;33499;Semi-Auto;4000;Petrol;145;40,4;1,5;audi
 Kona;14990;Manual;3500;Petrol;150;44,1;1;Hyundai
 Fiesta;19990;Manual;2629;Petrol;145;55,4;1;Ford
 A5;29930;Automatic;4521;Petrol;145;39,2;2;audi
 Tucson;19950;Manual;433;Petrol;145;34,9;1,6;Hyundai
 A1;20000;Manual;5000;Petrol;145;49,6;1;audi
 T-Roc;27995;Semi-Auto;375;Petrol;145;39,8;1,5;vw
 Tiguan;30995;Manual;1700;Diesel;145;47,9;2;vw
 X4;46995;Semi-Auto;999;Diesel;145;37,2;3;BMW
 Q3;33444;Automatic;1500;Petrol;145;31,4;2;audi
 2 Series;21890;Semi-Auto;11;Petrol;150;50,4;1,5;BMW
 A1;21400;Automatic;7;Petrol;145;44,8;1;audi
 Q5;37990;Semi-Auto;6000;Diesel;150;38,2;2;audi
 2 Series;19500;Automatic;3622;Petrol;145;42,2;1,5;BMW
 4 Series;29995;Semi-Auto;1501;Diesel;145;58,9;2;BMW
 T-Roc;31850;Semi-Auto;3000;Petrol;145;34,5;2;vw
 T-Roc;25450;Manual;1000;Petrol;150;44,1;1,5;vw
 2 Series;25485;Semi-Auto;877;Diesel;145;64,2;2;BMW
 Kamiq;22800;Semi-Auto;1050;Petrol;145;43,5;1,5;skoda
 C-HR;26995;Automatic;2500;Hybrid;135;54,3;2;toyota
 Q5;37000;Semi-Auto;4000;Petrol;145;32,1;2;audi
 Scala;18245;Manual;1309;Diesel;145;57,7;1,6;skoda
 3 Series;36995;Automatic;4500;Diesel;145;50,4;2;BMW
 I10;13995;Manual;340;Petrol;145;56,5;1;Hyundai
 Polo;14495;Manual;2483;Petrol;145;47,9;1;vw
 A4;32481;Semi-Auto;22601;Petrol;145;39,2;2;audi
 C-HR;27900;Automatic;2050;Other;135;57,7;1,8;toyota
 5 Series;34999;Semi-Auto;5000;Hybrid;150;49,6;2;BMW
 Q7;56894;Semi-Auto;582;Diesel;145;33,2;3;audi
 I10;12995;Manual;3000;Petrol;150;53,3;1;Hyundai
 Tucson;26995;Manual;133;Petrol;150;34,9;1,6;Hyundai
 Polo;14485;Manual;843;Petrol;150;48,7;1;vw
 Q7;59750;Semi-Auto;4500;Diesel;145;33,2;3;audi
 Polo;15995;Manual;2000;Petrol;150;47,9;1;vw
 Golf;21998;Manual;10;Petrol;150;47,9;1,5;vw
 Polo;14990;Manual;1910;Petrol;145;48,7;1;vw
 Scala;15991;Manual;1000;Petrol;145;49,6;1;skoda
 T-Cross;19491;Manual;2000;Petrol;145;48,7;1;vw
 Golf;23995;Semi-Auto;1000;Petrol;145;43,5;1,5;vw
 X5;53990;Semi-Auto;6825;Diesel;150;37,7;3;BMW
 Superb;26990;Automatic;4433;Petrol;145;38,2;2;skoda
 GT86;25499;Manual;614;Petrol;145;33,2;2;toyota
 M4;45995;Semi-Auto;1500;Petrol;145;34;3;BMW
 Tucson;24495;Semi-Auto;5000;Hybrid;145;50,4;1,6;Hyundai
 T-Roc;25500;Manual;2000;Petrol;145;42,2;1,5;vw
 Golf;21498;Semi-Auto;10;Diesel;150;53,3;2;vw
 T-Cross;20490;Automatic;1754;Petrol;150;45,6;1;vw
 Golf;31989;Automatic;2756;Petrol;145;32,8;2;vw
 A1;24990;Semi-Auto;5000;Petrol;145;44,8;1,5;audi
 Fabia;11990;Manual;2642;Petrol;145;51,4;1;skoda
 GT86;28000;Manual;650;Petrol;145;33,2;2;toyota
 1 Series;24852;Manual;1510;Petrol;150;41,5;1,5;BMW
 Sharan;36999;Semi-Auto;250;Petrol;145;32,5;1,4;vw
 Fiesta;17760;Manual;5;Petrol;145;58,9;1;Ford
 Golf;25490;Semi-Auto;5000;Diesel;150;60,1;2;vw
 A7;38990;Semi-Auto;1200;Diesel;150;38,2;3;audi
 A3;17199;Manual;609;Petrol;150;49,6;1;audi
 X2;34990;Semi-Auto;10;Petrol;150;34;2;BMW
 Golf;21000;Automatic;300;Petrol;150;44,8;1,5;vw
 2 Series;23950;Semi-Auto;11;Petrol;145;50,4;1,5;BMW
 1 Series;11995;Semi-Auto;10;Petrol;150;34,5;2;BMW
 Golf;33250;Semi-Auto;590;Petrol;145;36,2;2;vw
 I10;11795;Manual;23;Petrol;145;56,5;1;Hyundai
 Fiesta;17500;Semi-Auto;10;Petrol;145;48,7;1;Ford
 Up;10200;Manual;10;Petrol;145;54,3;1;vw
 X4;46999;Semi-Auto;4000;Diesel;150;40,9;3;BMW
 Q7;86990;Semi-Auto;6000;Diesel;145;29,4;4;audi
 Focus;19489;Manual;5000;Diesel;145;74,3;1,5;Ford
 A4;26000;Manual;1000;Petrol;145;39,2;2;audi
 Polo;18241;Manual;3500;Petrol;145;49,6;1;vw
 Puma;21495;Manual;10;Petrol;145;50,4;1;Ford
 Q2;30795;Semi-Auto;1840;Petrol;145;34,5;2;audi
 Tiguan;26980;Manual;2194;Diesel;145;42,2;2;vw
 Kamiq;18990;Automatic;228;Petrol;145;44,1;1,5;skoda
 Q3;32881;Semi-Auto;4432;Petrol;145;39,2;1,5;audi
 Passat;20998;Semi-Auto;11;Diesel;145;49,6;1,6;vw
 Focus;28998;Manual;2985;Petrol;145;34,5;2,3;Ford
 A1;23490;Semi-Auto;5000;Petrol;145;44,8;1,5;audi
 Q3;30000;Manual;1000;Petrol;145;40,9;1,5;audi
 Q7;46990;Automatic;5000;Diesel;145;33,6;3;audi
 T-Roc;37145;Semi-Auto;5000;Petrol;145;32,5;2;vw
 X3;34988;Automatic;5000;Diesel;145;54,3;2;BMW
 A1;20495;Manual;4062;Petrol;145;47,9;1;audi
 Golf SV;22000;Semi-Auto;5;Petrol;145;42,8;1,5;vw
 A4;34990;Semi-Auto;3200;Petrol;145;42,2;2;audi
 A1;24490;Semi-Auto;3000;Petrol;145;44,8;1,5;audi
 Golf;21000;Semi-Auto;999;Petrol;145;45,6;1,5;vw
 Golf;25980;Manual;700;Petrol;150;47,9;1,5;vw
 M4;51000;Semi-Auto;2000;Petrol;145;32,5;3;BMW
 Z4;30990;Semi-Auto;12;Petrol;145;38,7;2;BMW
 Tiguan;26699;Semi-Auto;2000;Diesel;145;46,3;2;vw
 T-Cross;25990;Automatic;1000;Petrol;150;45,6;1;vw
 Kodiaq;30850;Manual;2000;Diesel;145;52,3;2;skoda
 Q7;89990;Semi-Auto;5000;Diesel;145;29,4;4;audi
 Fiesta;19495;Manual;27;Petrol;145;49,6;1;Ford
 Aygo;10730;Manual;500;Petrol;145;57,7;1;toyota
 T-Roc;29995;Semi-Auto;500;Petrol;145;39,8;1,5;vw
 Up;10250;Manual;1131;Petrol;150;51,4;1;vw
 Superb;28785;Semi-Auto;1548;Hybrid;135;188,3;1,4;skoda
 Up;10990;Manual;1891;Petrol;145;51,4;1;vw
 X1;29970;Semi-Auto;1241;Diesel;145;60,1;2;BMW
 Golf;21699;Manual;1834;Petrol;145;49,6;1,5;vw
 Q3;29000;Manual;20;Petrol;145;40,9;1,5;audi
 Polo;17299;Automatic;1000;Petrol;145;45,6;1;vw
 2 Series;26995;Semi-Auto;10;Petrol;145;42,2;1,5;BMW
 Q5;38000;Automatic;1481;Petrol;145;32,1;2;audi
 Polo;14995;Manual;320;Petrol;145;52,3;1;vw
 Octavia;18985;Semi-Auto;2987;Petrol;145;44,8;1,5;skoda
 Q5;36930;Automatic;5412;Diesel;145;38,2;2;audi
 Q3;29750;Manual;1501;Diesel;145;42,8;2;audi
 X7;69995;Semi-Auto;1501;Diesel;145;33,6;3;BMW
 Caddy Life;16995;Manual;1724;Diesel;145;47,9;2;vw
 X4;44950;Semi-Auto;100;Petrol;150;26,9;3;BMW
 Polo;16990;Semi-Auto;5000;Petrol;145;45,6;1;vw
 EcoSport;20790;Manual;22;Petrol;145;53,3;1;Ford
 Q7;55750;Automatic;875;Diesel;150;33,2;3;audi
 Yaris;14990;Automatic;10;Petrol;150;47,9;1,5;toyota
 Scala;18690;Automatic;4716;Petrol;145;47,1;1;skoda
 Golf;21998;Manual;50;Petrol;150;47,9;1,5;vw
 A5;30990;Automatic;10;Diesel;145;47,1;2;audi
 Puma;20980;Manual;2165;Petrol;145;50,4;1;Ford
 Kamiq;22500;Semi-Auto;2500;Diesel;145;52,3;1,6;skoda
 Santa Fe;36795;Semi-Auto;2500;Diesel;145;39,2;2,2;Hyundai
 Q5;39990;Semi-Auto;1501;Petrol;145;32,1;2;audi
 Golf SV;22733;Semi-Auto;500;Petrol;145;42,8;1,5;vw
 A1;18496;Manual;5566;Petrol;145;48,7;1;audi
 Santa Fe;35500;Semi-Auto;1500;Diesel;145;39,2;2,2;Hyundai
 Polo;18450;Manual;2000;Petrol;145;49,6;1;vw
 Touran;26000;Semi-Auto;2000;Petrol;145;38,7;1,5;vw
 Yaris;15885;Manual;413;Petrol;145;47,9;1,5;toyota
 Q2;28990;Semi-Auto;5665;Petrol;150;42,2;1,5;audi
 Up;10290;Manual;1000;Petrol;145;54,3;1;vw
 X3;32490;Semi-Auto;6565;Diesel;150;54,3;2;BMW
 8 Series;59990;Semi-Auto;5490;Petrol;145;31,7;3;BMW
 2 Series;35950;Automatic;4597;Petrol;145;36,2;2;BMW
 X2;34450;Semi-Auto;14;Petrol;145;34;2;BMW
 Kona;22495;Automatic;2064;Hybrid;135;52,3;1,6;Hyundai
 1 Series;23450;Manual;2400;Petrol;145;44,1;1,5;BMW
 PROACE VERSO;37950;Automatic;1000;Diesel;145;38,7;2;toyota
 Octavia;18999;Semi-Auto;2293;Petrol;150;46,3;1,5;skoda
 Fabia;13990;Manual;3560;Petrol;145;52,3;1;skoda
 Octavia;20990;Semi-Auto;2500;Diesel;145;51,4;1,6;skoda
 Grand Tourneo Connect;20850;Manual;601;Diesel;145;61,4;1,5;Ford
 Q3;29990;Automatic;1500;Diesel;145;47,1;0;audi
 Golf;29995;Semi-Auto;3569;Petrol;145;32,8;2;vw
 RS4;69691;Semi-Auto;2500;Petrol;145;28,8;2,9;audi
 5 Series;35500;Semi-Auto;101;Diesel;145;53,3;3;BMW
 A5;32910;Semi-Auto;384;Diesel;150;50,4;2;audi
 X3;40990;Semi-Auto;2294;Diesel;145;36,7;3;BMW
 A4;33888;Semi-Auto;4235;Petrol;145;36,2;2;audi
 Q2;27990;Semi-Auto;5000;Petrol;145;42,2;1,5;audi
 Puma;19900;Manual;60;Petrol;150;51,4;1;Ford
 Kona;21320;Manual;1;Petrol;145;44,1;1;Hyundai
 Tucson;18798;Manual;1250;Petrol;145;34,9;1,6;Hyundai
 Kodiaq;37999;Automatic;5600;Diesel;150;34,9;2;skoda
 T-Cross;22901;Automatic;10;Petrol;145;45,6;1;vw
 Aygo;10400;Manual;4578;Petrol;150;56,5;1;toyota
 3 Series;42995;Automatic;7500;Petrol;145;33,6;3;BMW
 Golf;21995;Manual;1500;Petrol;145;45,6;1,5;vw
 Focus;25500;Automatic;4555;Petrol;145;39,8;1,5;Ford
 Q8;61795;Semi-Auto;1500;Diesel;145;32,8;3;audi
 Golf;33990;Semi-Auto;2500;Petrol;145;32,8;2;vw
 Golf SV;22980;Semi-Auto;4;Petrol;145;42,8;1,5;vw
 Polo;14990;Manual;50;Petrol;145;48,7;1;vw
 X7;78490;Semi-Auto;4919;Diesel;145;31,4;3;BMW
 A5;30990;Semi-Auto;1500;Petrol;145;39,2;2;audi
 A1;25990;Semi-Auto;2888;Petrol;150;44,8;1,5;audi
 4 Series;33999;Semi-Auto;4000;Diesel;150;65,7;2;BMW
 1 Series;20490;Manual;6262;Petrol;145;44,1;1,5;BMW
 1 Series;28990;Semi-Auto;1129;Diesel;150;51,4;2;BMW
 A5;26500;Semi-Auto;5000;Diesel;145;47,1;2;audi
 Focus;22000;Manual;50;Petrol;145;48,7;1;Ford
 T-Roc;20989;Manual;3800;Diesel;150;50,4;1,6;vw
 M4;47488;Automatic;10;Petrol;150;34;3;BMW
 Up;11780;Manual;531;Petrol;145;51,4;1;vw
 Q3;41888;Automatic;1500;Petrol;145;31;0;audi
 3 Series;41485;Semi-Auto;2084;Diesel;145;43,5;3;BMW
 3 Series;26999;Semi-Auto;570;Petrol;150;43,5;2;BMW
 Polo;15210;Manual;1001;Petrol;145;47,9;1;vw
 Polo;14990;Manual;1065;Petrol;145;52,3;1;vw
 Aygo;9990;Manual;500;Petrol;145;56,5;1;toyota
 2 Series;21890;Semi-Auto;11;Petrol;145;50,4;1,5;BMW
 Puma;20999;Manual;2000;Petrol;150;51,4;1;Ford
 Golf;21498;Semi-Auto;15;Diesel;150;53,3;2;vw
 X2;23990;Manual;15;Diesel;150;55,4;2;BMW
 4 Series;28990;Semi-Auto;100;Diesel;145;52,3;3;BMW
 Golf;23999;Manual;500;Petrol;150;47,1;1,5;vw
 Octavia;19000;Semi-Auto;16;Petrol;145;46,3;1,5;skoda
 Mustang;36500;Semi-Auto;672;Petrol;145;30,7;2,3;Ford
 Q3;32444;Automatic;1500;Petrol;145;31,4;0;audi
 A4;47950;Automatic;3558;Diesel;145;39,2;3;audi
 3 Series;28985;Semi-Auto;2958;Petrol;145;42,2;2;BMW
 X3;51395;Semi-Auto;171;Diesel;145;48,7;3;BMW
 Fabia;12985;Manual;495;Petrol;145;51,4;1;skoda
 A5;30000;Semi-Auto;1000;Diesel;145;47,1;2;audi
 5 Series;35793;Semi-Auto;15;Petrol;145;48,7;2;BMW
 Up;9700;Manual;999;Petrol;145;54,3;1;vw
 I20;12990;Manual;2500;Petrol;145;46,3;1,2;Hyundai
 X5;64995;Semi-Auto;102;Diesel;145;37,7;3;BMW
 A1;23250;Semi-Auto;3000;Petrol;145;44,8;1;audi
 Focus;20491;Automatic;4841;Diesel;145;74,3;1,5;Ford
 2 Series;20980;Semi-Auto;9;Petrol;145;50,4;1,5;BMW
 Q3;30990;Semi-Auto;700;Petrol;150;39,8;1,5;audi
 Land Cruiser;52291;Semi-Auto;3104;Diesel;145;30,1;2,8;toyota
 X2;34990;Automatic;2137;Petrol;145;34;2;BMW
 I10;13294;Manual;1530;Petrol;145;53,3;1;Hyundai
 4 Series;34980;Semi-Auto;1000;Petrol;145;48,7;2;BMW
 Golf;22995;Manual;2000;Petrol;150;47,9;1,5;vw
 X2;32403;Semi-Auto;2580;Petrol;145;39,8;2;BMW
 Q5;40945;Semi-Auto;3000;Diesel;145;38,2;2;audi
 Fiesta;16499;Manual;8786;Petrol;150;60,1;1;Ford
 T-Roc;21999;Manual;5000;Petrol;145;42,2;1,5;vw
 Passat;20998;Semi-Auto;10;Diesel;150;49,6;1,6;vw
 T-Cross;20450;Automatic;445;Petrol;145;45,6;1;vw
 Tiguan;29995;Manual;168;Diesel;145;47,9;2;vw
 Q7;52000;Semi-Auto;1000;Diesel;145;33,2;3;audi
 Up;10200;Manual;10;Petrol;145;54,3;1;vw
 5 Series;54845;Semi-Auto;450;Diesel;145;60,1;3;BMW
 A1;24500;Semi-Auto;4000;Petrol;145;44,8;1,5;audi
 Polo;17990;Manual;553;Petrol;145;49,6;1;vw
 Scala;17980;Automatic;1000;Petrol;150;47,1;1;skoda
 Golf;21990;Semi-Auto;1742;Petrol;145;45,6;1,5;vw
 X4;45500;Semi-Auto;1608;Petrol;145;26,9;3;BMW
 X1;29995;Semi-Auto;1501;Diesel;145;50,4;2;BMW
 X2;27500;Semi-Auto;10;Petrol;150;39,2;2;BMW
 Polo;14990;Manual;12201;Petrol;145;47,9;1;vw
 Q5;37000;Automatic;1436;Petrol;145;32,1;2;audi
 EcoSport;20000;Manual;558;Petrol;145;53,3;1;Ford
 T-Roc;24490;Manual;2243;Petrol;145;44,1;1,5;vw
 Kamiq;20999;Semi-Auto;1000;Diesel;145;52,3;1,6;skoda
 Tiguan;28891;Semi-Auto;3851;Diesel;150;40,4;2;vw
 T-Roc;26000;Manual;10;Petrol;145;44,1;1,5;vw
 Focus;15600;Manual;557;Petrol;145;60,1;1;Ford
 RAV4;36500;Automatic;1114;Hybrid;135;49,6;2,5;toyota
 5 Series;26450;Semi-Auto;25;Diesel;145;65,7;2;BMW
 A1;20888;Manual;1500;Petrol;145;47,9;1;audi
 3 Series;36995;Automatic;3500;Diesel;145;45,6;3;BMW
 Tiguan;28500;Semi-Auto;6000;Diesel;145;31,4;2;vw
 Z4;35850;Semi-Auto;5;Petrol;145;37,2;2;BMW
 Yaris;15885;Manual;261;Petrol;145;47,9;1,5;toyota
 4 Series;28300;Semi-Auto;20;Diesel;145;65,7;2;BMW
 Q3;32950;Automatic;998;Diesel;150;47,1;2;audi
 3 Series;34995;Semi-Auto;11;Diesel;145;49,6;2;BMW
 T-Roc;29750;Semi-Auto;2000;Diesel;150;49,6;2;vw
 Kodiaq;23490;Automatic;4522;Diesel;145;49,6;2;skoda
 Kodiaq;30850;Manual;2000;Diesel;145;52,3;2;skoda
 Kodiaq;33990;Automatic;2250;Diesel;145;39,2;2;skoda
 Passat;24490;Manual;2500;Diesel;145;55,4;2;vw
 2 Series;19950;Manual;100;Petrol;145;52,3;1,5;BMW
 Focus;20991;Automatic;3767;Diesel;145;74,3;1,5;Ford
 Octavia;18495;Manual;621;Petrol;150;48,7;1,5;skoda
 I10;13980;Semi-Auto;1200;Petrol;145;52,3;1,2;Hyundai
 Mustang;33979;Manual;613;Petrol;145;31,4;2,3;Ford
 5 Series;26990;Semi-Auto;104;Petrol;145;50,4;2;BMW
 Tiguan;33000;Manual;3000;Diesel;145;42,8;2;vw
 T-Cross;19790;Manual;992;Diesel;145;53,3;1,6;vw
 Superb;34232;Semi-Auto;15;Hybrid;140;201,8;1,4;skoda
 Q2;25990;Manual;4432;Petrol;150;43,5;1,5;audi
 Touareg;53989;Automatic;6000;Diesel;150;34;3;vw
 Passat;20998;Semi-Auto;15;Diesel;145;49,6;1,6;vw
 Polo;16285;Manual;10;Petrol;145;47,9;1;vw
 Fiesta;16490;Manual;2873;Petrol;145;58,9;1;Ford
 Q2;28900;Manual;1201;Diesel;145;46,3;1,6;audi
 Q5;39950;Automatic;4500;Diesel;150;38,2;2;audi
 I10;11995;Manual;610;Petrol;145;56,5;1;Hyundai
 Santa Fe;35995;Semi-Auto;1088;Diesel;145;39,2;2,2;Hyundai
 A4;34500;Semi-Auto;1000;Diesel;145;45,6;2;audi
 Golf;22999;Manual;1001;Petrol;150;49,6;1,5;vw
 A4;32000;Semi-Auto;20;Petrol;145;40,9;2;audi
 X2;38989;Semi-Auto;6000;Petrol;145;34;2;BMW
 Fabia;13650;Manual;950;Petrol;145;50,4;1;skoda
 1 Series;31495;Semi-Auto;1250;Diesel;145;48,7;2;BMW
 Golf;18995;Manual;99;Diesel;145;57,7;1,6;vw
 Q3;30990;Manual;1500;Petrol;145;40,9;0;audi
 Octavia;19000;Semi-Auto;10;Petrol;150;46,3;1,5;skoda
 Golf;34790;Semi-Auto;2500;Petrol;145;32,8;2;vw
 3 Series;23990;Manual;18;Diesel;145;56,5;2;BMW
 Tiguan;32990;Manual;4169;Diesel;145;42,8;2;vw
 Tiguan;29500;Semi-Auto;1000;Diesel;145;39,8;2;vw
 4 Series;36990;Semi-Auto;99;Diesel;145;47,9;3;BMW
 Kodiaq;31995;Automatic;2000;Diesel;150;39,2;2;skoda
 Up;10899;Manual;5000;Other;145;54,3;1;vw
 Aygo;10752;Manual;500;Petrol;145;57,7;1;toyota
 Focus;23500;Manual;50;Petrol;145;58,9;1;Ford
 A3;23229;Manual;1850;Petrol;145;44,8;1,5;audi
 RAV4;31790;Automatic;1652;Hybrid;135;49,6;2,5;toyota
 T-Cross;20999;Manual;584;Petrol;145;47,9;1;vw
 A1;22970;Semi-Auto;3015;Petrol;150;44,8;1;audi
 I10;14995;Semi-Auto;516;Petrol;145;49,6;1,2;Hyundai
 Tucson;22990;Semi-Auto;4250;Petrol;145;36,2;1,6;Hyundai
 Kona;20970;Manual;1000;Petrol;145;44,1;1;Hyundai
 A3;35991;Semi-Auto;4433;Petrol;145;34,9;2;audi
 I20;14400;Manual;1;Petrol;145;46,3;1,2;Hyundai
 Golf;23995;Manual;5;Petrol;150;47,9;1,5;vw
 Scala;18250;Manual;2735;Diesel;145;57,7;1,6;skoda
 Focus;19995;Manual;403;Petrol;150;60,1;1;Ford
 Q5;62990;Semi-Auto;5000;Diesel;145;32,5;3;audi
 2 Series;29995;Semi-Auto;1501;Diesel;145;49,6;2;BMW
 Tucson;27995;Semi-Auto;3000;Petrol;145;36,2;1,6;Hyundai
 I10;12190;Manual;1958;Petrol;150;56,5;1;Hyundai
 Corolla;28000;Automatic;10;Hybrid;140;56,5;1,8;toyota
 Corolla;26991;Automatic;3636;Hybrid;140;53,3;2;toyota
 4 Series;33890;Semi-Auto;9;Diesel;145;51,4;3;BMW
 Fiesta;15699;Manual;50;Petrol;145;56,5;1;Ford
 4 Series;25993;Semi-Auto;1705;Diesel;145;65,7;2;BMW
 Golf;33477;Semi-Auto;4411;Petrol;145;36,2;2;vw
 Q3;33888;Manual;1500;Petrol;145;40,4;1,5;audi
 Up;9699;Manual;500;Petrol;145;54,3;1;vw
 Kodiaq;38990;Automatic;493;Diesel;145;34,9;2;skoda
 A5;32990;Semi-Auto;3000;Petrol;145;40,4;2;audi
 Caravelle;49980;Semi-Auto;17;Diesel;145;33,6;2;vw
 A1;23000;Semi-Auto;3000;Petrol;145;44,8;1;audi
 Up;10815;Manual;5000;Petrol;145;54,3;1;vw
 A4;45990;Semi-Auto;7800;Diesel;145;39,2;3;audi
 I20;11995;Manual;2310;Petrol;145;46,3;1,2;Hyundai
 Q3;31990;Semi-Auto;4432;Petrol;150;40,4;1,5;audi
 Fiesta;15000;Manual;32;Petrol;145;56,5;1;Ford
 Superb;29995;Semi-Auto;2500;Diesel;145;48,7;2;skoda
 T-Cross;19250;Manual;1877;Petrol;145;47,9;1;vw
 Q2;23888;Manual;4000;Petrol;145;43,5;1,5;audi
 Q5;35000;Semi-Auto;5000;Diesel;145;38,2;2;audi
 Prius;26000;Automatic;2250;Hybrid;135;64,2;1,8;toyota
 I20;13999;Manual;6000;Petrol;150;47,9;1;Hyundai
 Scala;22499;Manual;642;Diesel;145;57,7;1,6;skoda
 Q5;58495;Semi-Auto;4000;Diesel;145;32,5;3;audi
 A6;30000;Automatic;893;Diesel;145;47,9;2;audi
 Touran;28883;Semi-Auto;861;Diesel;145;45,6;2;vw
 Polo;14391;Manual;1952;Petrol;150;48,7;1;vw
 Superb;26795;Automatic;3600;Hybrid;135;201,8;1,4;skoda
 Octavia;19750;Semi-Auto;2548;Diesel;145;53,3;2;skoda
 A3;16999;Manual;1978;Petrol;150;49,6;1;audi
 T-Cross;19999;Manual;1306;Diesel;145;52,3;1,6;vw
 Fiesta;15999;Manual;2012;Petrol;145;60,1;1;Ford
 A4;31500;Semi-Auto;1000;Diesel;145;53,3;2;audi
 Fiesta;15299;Manual;895;Petrol;145;58,9;1;Ford
 T-Roc;25851;Manual;2114;Petrol;145;42,2;1,5;vw
 Q3;35990;Semi-Auto;6000;Diesel;145;47,1;2;audi
 Touareg;49996;Automatic;2450;Diesel;145;34;3;vw
 Q3;34750;Semi-Auto;2500;Petrol;145;31,4;2;audi
 Golf;21498;Semi-Auto;10;Diesel;150;53,3;2;vw
 Passat;20998;Semi-Auto;15;Diesel;145;49,6;1,6;vw
 Kodiaq;34990;Automatic;3500;Diesel;145;39,2;2;skoda
 3 Series;36402;Semi-Auto;101;Petrol;145;40,4;2;BMW
 2 Series;36840;Semi-Auto;2422;Petrol;145;36,2;2;BMW
 Golf;30950;Semi-Auto;4000;Hybrid;135;141,3;1,4;vw
 Q3;43990;Semi-Auto;1487;Petrol;150;31;2;audi
 Polo;15295;Manual;1500;Petrol;145;47,9;1;vw
 8 Series;62995;Semi-Auto;11;Petrol;145;31,7;3;BMW
 Golf SV;23495;Semi-Auto;99;Petrol;150;42,8;1,5;vw
 Golf;25995;Semi-Auto;489;Diesel;145;52,3;1,6;vw
 Polo;16490;Semi-Auto;2231;Petrol;145;45,6;1;vw
 Caddy Maxi Life;23990;Semi-Auto;2000;Diesel;145;46,3;2;vw
 A1;27990;Automatic;2500;Petrol;145;44,1;1,5;audi
 C-HR;27990;Automatic;985;Hybrid;135;58,9;1,8;toyota
 EcoSport;17998;Manual;250;Petrol;145;51,4;1;Ford
 A3;32400;Semi-Auto;1261;Petrol;145;34,5;2;audi
 Tiguan;33999;Semi-Auto;750;Petrol;145;31;2;vw
 Q5;34890;Automatic;4521;Diesel;145;38,2;2;audi
 Ioniq;20995;Automatic;1669;Hybrid;135;62,8;1,6;Hyundai
 Aygo;10750;Manual;15;Petrol;150;57,7;1;toyota
 Mondeo;22000;Manual;10;Diesel;145;65,7;2;Ford
 2 Series;30995;Semi-Auto;1501;Diesel;145;48,7;2;BMW
 Passat;21998;Semi-Auto;30;Diesel;145;49,6;1,6;vw
 5 Series;31450;Semi-Auto;8;Hybrid;145;60,1;2;BMW
 Caddy Maxi Life;21995;Semi-Auto;2134;Diesel;150;46,3;2;vw
 Aygo;10980;Manual;4578;Petrol;150;56,5;1;toyota
 Q5;42500;Semi-Auto;4000;Diesel;145;37,2;2;audi
 3 Series;34995;Semi-Auto;10;Diesel;145;49,6;2;BMW
 A4;31985;Manual;7456;Petrol;145;40,9;2;audi
 Tiguan;32400;Manual;3000;Diesel;145;47,9;2;vw
 T-Roc;26480;Semi-Auto;4;Petrol;145;39,8;1,5;vw
 T-Cross;21995;Manual;10;Petrol;150;47,9;1;vw
 A3;26500;Manual;1500;Diesel;145;55,4;2;audi
 GT86;27998;Manual;516;Petrol;150;33,2;2;toyota
 2 Series;26495;Semi-Auto;10;Petrol;145;40,9;1,5;BMW
 X1;27995;Semi-Auto;2364;Diesel;145;65,7;2;BMW
